id	word	gender	translation	lesson	tag
1	deva	m	бог	2	m
2	nara	m	мужчина, человек	2	m
3	putra	m	сын	2	m
4	gaja	m	слон	2	m
5	grAma	m	деревня	2	m
6	nfpa	m	царь	2	m
7	Pala	n	плод, награда	2	n
8	gfha	n	дом	2	n
9	nagara	n	город	2	n
10	jala	n	вода	2	n
11	kzIra	n	молоко	2	n
12	dAna	n	подарок, подаяние, дар	2	n
13	meGa	m	облако	3	m
14	hasta	m	рука	3	m
15	mArga	m	дорога	3	m
16	kunta	m	копье	3	m
17	kawa	m	циновка	3	m
18	bAla	m	мальчик	3	m
19	Sara	m	стрела	3	m
20	Dana	n	деньги, богатство	3	n
21	suKa	n	счастье, благо	3	n
22	lANgala	n	плуг	3	n
23	kzetra	n	поле	3	n
24	viza	n	яд	3	n
25	jana	m	человек, люди	4
26	vfkza	m	дерево	4
27	Siva	m	имя бога	4
28	rAma	m	имя героя	4
29	Sara	m	стрела	4
30	pApa	n	грех, зло	4
31	duHKa	n	несчастье, горе	4
32	satya	n	правда, истина	4
33	agni	m	огонь	4
34	ari	m	враг	4
35	fzi	m	пророк, мудрец	4
36	kavi	m	поэт	4
37	asi	m	меч	4
38	pARi	m	рука	4
39	giri	m	гора	4
40	hari	m	имя бога	4
41	vAri	n	вода	4
42	BAnu	m	солнце	5
43	Satru	m	враг	5
44	bAhu	m	рука	5
45	vAyu	m	ветер	5
46	vizRu	m	имя бога	5
47	bindu	m	капля	5
48	paraSu	m	топор	5
49	guru	m	учитель	5
50	maRi	m	драгоценный камень	5
51	udaDi	m	океан	5
52	pAda	m	нога, луч, четверть	5
53	Sizya	m	ученик	5
54	anna	n	еда, корм	5
55	sUkta	n	ведийский гимн	5
56	SiKara	m	вершина	5
57	aSva	m	лошадь	5
58	ratna	n	драгоценный камень	5
59	pattra (patra)	n	письмо	5
60	rASi	m	куча	5
61	maDu	n	мед	6
62	aSru	n	слеза	6
63	vasu	n	богатство, добро, вещи	6
64	mftyu	m	смерть	6
65	ali	m	пчела	6
66	nfpati	m	царь	6
67	netra	n	глаз	6
68	muKa	n	рот, лицо	6
69	fkza	m	медведь	6
70	akza	m	кость (игральная)	6
71	kzatriya	m	воин	6
72	aDarma	m	несправедливость	6
73	kopa	m	гнев	6
74	sUta	m	кучер	7
75	stena	m	вор	7
76	janaka	m	отец	7
77	daRqa	m	палка, наказание	7
78	loka	m	мир, люди	7
79	rAmAyaRa	n	название поэмы	7
80	suvarRa	n	золото	7
81	puRya	n	заслуга, добродетель	7
82	rUpaka	n	рупия	7
83	sADu	m	святой, праведник	7
84	anarTa	m	несчастье	8
85	Darma	m	добродетель, закон	8
86	udyoga	m	прилежание	8
87	manuzya	m	человек	8
88	yajYa	m	жертва, жертвоприношение	8
89	vinaya	m	послушание	8
90	SUdra	m	шудра, человек четвертой касты	8
91	kalyARa	n	благо, лучшее	8
92	hita	n	благо, лучшее	8
93	bala	n	сила, могущество	8
94	vana	n	лес	8
95	SAstra	n	наука, трактат	8
96	DErya	n	стойкость	8
97	dvija	m	дваждырожденный, ариец	8
98	dvijAti	m	дваждырожденный, ариец	8
99	vIci	m	волна	8
100	taru	m	дерево	8
101	paSu	m	скот, жертвенное животное	8
102	kanyA	f	дочь, девушка	9
103	gaNgA	f	Ганг	9
104	CAyA	f	тень	9
105	BAryA	f	супруга, жена	9
106	BAzA	f	язык	9
107	BikzA	f	милостыня	9
108	yamunA	f	название реки	9
109	raTyA	f	улица	9
110	vidyA	f	знание, наука	9
111	saNDyA	f	сумерки	9
112	gfhasTa	m	отец семейства	9
113	prayAga	m	название города	9
114	vihaga	m	птица	9
115	vyADa	m	охотник	9
116	izu	m	стрела	9
117	Baya	n	страх	9
118	raRa	m	сражение	9
119	raRa	n	сражение	9
120	SaraRa	n	защита	9
121	svarga	m	небо	9
122	hfdaya	n	сердце	9
123	AjYA	f	приказание	10
124	ASA	f	надежда	10
125	kAzWa	n	кусок дерева, полено	10
126	gIta	n	песня	10
127	Gawa	m	горшок, сосуд	10
128	Gfta	n	топленое масло	10
129	DAnya	n	хлеб	10
130	pASa	m	петля, веревка	10
131	BAra	m	ноша	10
132	Bikzu	m	нищий, аскет	10
133	Bftya	m	слуга	10
134	mAlA	f	венок	10
135	rAjya	n	царство	10
136	SiSu	m	дитя	10
137	sarpa	m	змея	10
138	arTa	m	цель, смысл, богатство	11	
139	indra	m	имя бога	11	
140	indrARI	f	имя богини	11	
141	kAvya	n	стихотворение	11	
142	granTa	m	сочинение, текст, книга	11	
143	jananI	f	мать	11	
144	dAsI	f	рабыня, служанка	11	
145	devI	f	богиня, царица	11	
146	nagarI	f	город	11	
147	nArI	f	женщина, жена	11	
148	patnI	f	супруга	11	
149	putrI	f	дочь	11	
150	pustaka	n	книга (рукопись)	11	
151	pUra	m	высокая вода, половодье	11	
152	pfTivI	f	земля, почва	11	
153	matsya	m	рыба	11	
154	vApI	f	пруд	11	
155	saBA	f	собрание	11	
156	senA	f	войско	11	
157	stotra	n	хвалебная песнь	11	
158	kalaha	m	ссора	12	
159	kalaha	n	ссора	12	
160	kIrti	f	слава	12	
161	gopa	m	пастух	12	
162	jAti	f	порода, каста	12	
163	Dfti	f	решимость, мужество	12	
164	pArTiva	m	царь, князь	12	
165	budDi	f	ум, разум	12	
166	Bakti	f	преданность, почитание	12	
167	BAga	m	кусок, часть, доля	12	
168	BUti	f	благополучие, благословение	12	
169	BUmi	f	земля, почва, страна	12	
170	makzikA	f	муха, комар	12	
171	mukti	f	избавление, спасение	12	
172	yazwi	f	прут	12	
173	raSmi	m	узда, луч	12	
174	rAtri	f	ночь	12	
175	vraRa	m	рана	12	
176	vraRa	n	рана	12	
177	SAnti	f	покой	12	
178	Sruti	f	слух, священное писание	12	
179	smfti	f	воспоминание, предание, свод законов	12	
180	svapna	m	сон, сновидение	12	
181	hanu	f	челюсть	12	
182	anujYA	f	разрешение	13	
183	ISvara	m	бог	13	
184	kapota	m	голубь	13	
185	karRa	m	ухо	13	
186	kAma	m	желание, бог любви	13	
187	kAraRa	n	основание, причина	13	
188	kroDa	m	гнев	13	
189	jAla	n	сеть	13	
190	DI	f	ум, проницательность	13	
191	nASa	m	погибель	13	
192	padma	m	лотос	13	
193	padma	n	лотос	13	
194	puruza	m	человек	13	
195	mahArAja	m	великий царь	13	
196	muni	m	мудрец, аскет	13	
197	meKalA	f	пояс	13	
198	moha	m	ослепление	13	
199	raTa	m	повозка	13	
200	loBa	m	алчность, жадность	13	
201	vasati	f	жилище	13	
202	SrI	f	счастье, богиня счастья, богатство	13	
203	samudra	m	океан	13	
204	sfzwi	f	творение	13	
205	hrI	f	стыдливость, скромность	13	
206	atiTi	m	гость	14
207	anfta	n	неправда	14
208	aByAsa	m	изучение, повторение	14
209	AdeSa	m	приказание, предписание	14
210	Asana	n	сидение, стул	14
211	juhU	f	ложка, жертвенная ложка	14
212	pAWa	m	урок	14
213	prajA	f	тварь, подданый	14
214	BU	f	земля, почва	14
215	BUzaRa	n	украшение, драгоценность	14
216	BrU	f	бровь	14
217	vaDU	f	женщина, жена	14
218	vedi	f	алтарь	14
219	SvaSrU	f	теща, свекровь	14
220	stuti	f	хвала, хвалебная песнь	14
221	snuzA	f	сноха	14
222	AcArya	m	учитель	15
223	kartar	m	виновник, делатель, составитель, автор	15
224	kartar	n	делающий	15
225	kAla	m	время	15
226	kfpA	f	милость, сострадание	15
227	dAtar	m	податель	15
228	dAtar	n	щедрый	15
229	durjana	m	злодей	15
230	drazwar	m	пророк, судья, составитель (гимнов)	15
231	drazwar	n	видящий	15
232	DAtar	m	творец	15
233	niScaya	m	решение, уверенность	15
234	netar	m	проводник, вождь	15
235	netar	n	ведущий	15
236	paRqita	m	ученый	15
237	pada	n	шаг	15
238	prAyaScitta	n	покаяние	15
239	Bartar	m	кормилец, содержатель, господин, муж	15
240	rakzitar	m	защитник	15
241	rakzitar	n	защищающий	15
242	vyavahAra	m	тяжба	15
243	SAstar	m	каратель, правитель	15
244	srazwar	m	творец	15
245	srazwar	n	творящий	15
246	go	m	бык, корова	16	
247	go	f	корова, речь	16	
248	gotva	n	природа быка	16	
249	GAsa	m	корм, сено	16	
250	paNka	m	болото	16	
251	paNka	n	болото	16	
252	pitar	m	родители (du.), тени усопших, предки (pl.)	16	
253	buDa	m	мудрец	16	
254	mAsa	m	месяц	16	
255	yugma	n	пара	16	
256	rakzaRa	n	защита	16	
257	SrAdDa	n	поминальная жертва	16	
258	udyAna	n	сад	17	
259	kfzi	f	земледелие	17	
260	jIvita	n	жизнь	17	
261	nideSa	m	приказание	17	
262	pASupAlya	n	скотоводство	17	
263	purohita	m	домашний, придворный жрец	17	
264	BakzaRa	n	еда	17	
265	Bftaka	m	слуга	17	
266	maraRa	n	смерть	17	
267	mitra	m	друг	17	
268	yudDa	n	битва, сражение	17	
269	vARijya	n	торговля	17	
270	viDi	m	правило, судьба	17	
271	SvaSura	m	тесть, свекор	17	
272	nO	f	корабль, лодка	17	
273	viSvapA	m	всезащищающий	17	
274	viSvapA	f	всезащищающий	17	
275	KalapU	m	чистильщик улиц	17	
276	KalapU	f	чистильщик улиц	17	
277	yavakrI	m	покупающий зерно	17	
278	yavakrI	f	покупающий зерно	17	
279	grAmaRI	m	сельский староста	17	
280	amfta	n	нектар	18	
281	upanayana	n	посвящение (арийцев)	18	
282	kara	m	рука, хобот, луч, руль; подать, налог	18	
283	kAlidAsa	m	имя поэта	18	
284	kASI	f	Варанаси (совр. Бенарес)	18	
285	guRa	m	качество, преимущество	18	
286	dAsa	m	раб, слуга	18	
287	dUta	m	вестник, посланник	18	
288	pAwaliputra	n	Патна	18	
289	manoraTa	m	желание, мечта	18	
290	vastra	n	платье	18	
291	viDi	m	Брахма	18	
292	vfka	m	волк	18	
293	veda	m	наука, свящ. писание	18	
294	kfzRa	m	имя бога, N. pr.	19
295	gati	f	путь, ход, убежище	19
296	Catra	n	зонт	19
297	dugDa	n	молоко	19
298	devakI	f	N. pr.	19
299	pfTvI	f	земля	19
300	vasudeva	m	N. pr.	19
301	vAta	m	ветер	19
302	vArida	m	облако, туча	19
303	SrI	f	употребляется перед собств. именами в смысле «достопочтенный, знаменитый»	19
304	salila	n	вода	19
305	upanizad	f	отдел писания, в котором идет речь о спасении	20	
306	upavIta	n	священный шнурок	20	
307	kArya	n	дело	20	
308	caraRa	m	нога	20	
309	taqit	f	молния	20	
310	dfzad	f	камень	20	
311	nirvfti	f	довольство, счастье	20	
312	pozaka	m	кормилец	20	
313	BUBft	m	царь, гора	20	
314	marut	m	ветер; pl. N. pr. богов бури	20	
315	yozit	f	жена	20	
316	viSvAsa	m	доверие	20	
317	vftra	m	N. pr. демона	20	
318	Sata	n	сотня	20	
319	Sarad	f	осень, год	20	
320	samiD	f	полено	20	
321	sarit	f	река	20	
322	sahAya	m	товарищ, помощник	20	
323	suhfd	m	друг	20	
324	andhra	m	pl. N. pr. народа	21
325	ṛc	f	стих Ригведы	21
326	ṛtvij	m	жрец	21
327	ruj	f	болезнь, боль	21
328	auṣadha	n	лекарство	21
329	kāmaduh	m, f, n	исполняющий желания; f мифическая корова, исполнительница всех желаний	21
330	kaunteya	m	N. pr.	21
331	dṛś	f	взгляд, глаз	21
332	madhulih	m	пчела	21
333	mādhurya	n	сладость	21
334	vāṣpa	m, n	слеза	21
335	samrāj	m	царь царей, император	21
336	sāmanta	m	вассал	21
337	svādhyāya	m	чтение (Вед), самообучение	21
338	apsaras		небесная нимфа	22
339	kṣitipa	m	царь	22
340	gandha	m	запах	22
341	cakṣus	n	глаз	22
342	candramas	m	луна	22
343	cāra	m	шпион	22
344	jyā	f	тетива	22
345	jyotis	n	свет, светило, созвездие	22
346	taḍāga	m	пруд	22
347	tapasvin		страдающий, кающийся; m аскет	22
348	dvār	f	дверь, ворота	22
349	dvija	m	брахман	22
350	nālī	f	труба	22
351	payas	n	вода, молоко	22
352	prāṇin	m	тварь, живое существо	22
353	bharatakhaṇḍa	m	Индия	22
354	mantrin	m	министр	22
355	yajus	n	жертвенное изречение	22
356	yaśas	n	слава	22
357	vaṇij	m	купец	22
358	vayas	n	возраст	22
359	sumanas	f	цветок	22
360	sūrya	m	солнце	22
361	sthāna	n	место	22
362	svāmin	m	собственник, господин	22
363	āditya	m	солнце	23
364	garīyaṃs		почтенный, почтеннейший	23
365	prakāśin		освещающий	23
366	bhūta (f ā)		возникший, ставший; n существо	23
367	vatsa	m	теленок	23
368	śreyaṃs		лучше, лучший (самый); n благо	23
369	sat (sant)		существующий; m хороший человек; f верная жена	23
370	karman	n	дело, обряд, судьба	24
371	carman	n	шкура, кожа	24
372	janman	n	рождение	24
373	tīra	n	берег	24
374	triṣṭubh	f	наименование размера	24
375	dina	n	день	24
376	devakula	n	храм	24
377	naraka	m	ад	24
378	pātra	n	сосуд	24
379	brahman	m, n	m имя бога-творца; n Парабрахман, единое божественное начало	24
380	bhasman	n	зола	24
381	yati	m	аскет	24
382	loman	n	волосы	24
383	varṣa	n	год	24
384	saṃgama	m	встреча	24
385	sīman	f	граница	24
386	hantar	m	убийца	24
387	gaurava	n	тяжесть, достоинство	25
388	jagat	n	мир, живущее	25
389	takṣaśilā	f	название столицы страны Гандхары	25
390	tiryañc	m, n	зверь	25
391	tvaṣṭar	m	имя бога	25
392	pariṣad	f	собрание	25
393	bhṛgukaccha	n	название свящ. места на берегу Нармады (совр. Барох)	25
394	vipāka	m	созревание, воздаяние	25
395	śrama	m	труд, усталость	25
396	samāgama	m	встреча	25
397	siṃha	m	лев	25
398	snāna	n	купание	25
399	hariṇa	m	газель	25
400	adroha	m	верность	26
401	devatā	f	божество, божественность	26
402	pālana	n	защита	26
403	vrata	n	обет, долг	26
404	aśvin	m	du. nom. pr. (двух божеств утренней и вечерней зари, сыновей бога солнца) Ащвины	27
405	ācāra	m	поведение, благочестивая жизнь	27
406	ṛṇa	n	долг	27
407	auṣadha	n	лекарство	27
408	kṣudh	f	голод	27
409	bhojana	n	питание, еда	27
410	madhuparka	m	медовый напиток	27
411	muktā	f	жемчужина	27
412	rākṣasa	m	демон	27
413	lābha	m	достижение, выгода	27
414	vyādhi	m	болезнь	27
415	śakaṭa	m	тележка	27
416	śayyā	f	постель	27
417	hala	m, n	плуг	27
418	hāra	m	цепь, гирлянда	27
419	anta	m	конец	28
420	indraprastha	n	Дели	28
421	khara	m	осел	28
422	guhā	f	пещера	28
423	carita	n	жизнь	28
424	pṛthvīrāja	m	nom. pr.	28
425	paura	m	горожанин	28
426	prāsāda	m	дворец	28
427	yavana	m	грек, варвар	28
428	sainika	m	солдат	28
429	sainya	n	войско	28
430	hastin	m	слон	28
